OID_,Value,Count,bps_aoi,evt_aoi,BPS_NAME,GROUPVEG,EVT_NAME,EVT_PHYS
1357,1357,1550.000000000000000,2117,7906,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Evergreen Forest,Developed
1358,1358,4.000000000000000,1583,7970,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Orchard,Agricultural
1359,1359,12855.000000000000000,2119,7973,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
1360,1360,2214.000000000000000,2117,7395,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Oak Barrens Woodland,Hardwood
1361,1361,11417.000000000000000,2117,9317,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1362,1362,333.000000000000000,2119,7906,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Urban Evergreen Forest,Developed
1363,1363,42883.000000000000000,2118,7977,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Pasture and Hayland,Agricultural
1364,1364,1190.000000000000000,2119,9318,North-Central Interior Maple-Basswood Forest,Hardwood,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
1365,1365,9506.000000000000000,2118,7975,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural
1366,1366,7380.000000000000000,2117,9312,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northeastern North American Temperate Forest Plantation,Conifer
1367,1367,2980.000000000000000,2118,7976,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1368,1368,1418.000000000000000,2125,9178,Central Tallgrass Prairie,Grassland,North-Central Interior and Appalachian Rich Swamp,Riparian
1369,1369,1319.000000000000000,2119,9312,North-Central Interior Maple-Basswood Forest,Hardwood,Northeastern North American Temperate Forest Plantation,Conifer
1370,1370,1384.000000000000000,2119,9178,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior and Appalachian Rich Swamp,Riparian
1371,1371,3845.000000000000000,2125,9312,Central Tallgrass Prairie,Grassland,Northeastern North American Temperate Forest Plantation,Conifer
1372,1372,28350.000000000000000,2118,7310,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1373,1373,2740.000000000000000,2117,9178,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior and Appalachian Rich Swamp,Riparian
1374,1374,58422.000000000000000,2125,7296,Central Tallgrass Prairie,Grassland,Developed-Low Intensity,Developed-Low Intensity
1375,1375,1366.000000000000000,2121,7905,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Urban Deciduous Forest,Developed
1376,1376,2789.000000000000000,2117,9314,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1377,1377,213.000000000000000,2121,7927,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Developed Mixed Forest,Developed
1378,1378,481.000000000000000,2121,7907,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Urban Mixed Forest,Developed
1379,1379,1948.000000000000000,2118,9315,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1380,1380,885.000000000000000,2124,7395,Northern Tallgrass Prairie,Grassland,North-Central Oak Barrens Woodland,Hardwood
1381,1381,1386.000000000000000,2121,7909,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Urban Shrubland,Developed
1382,1382,29.000000000000000,1581,9682,Boreal Acidic Peatland Systems,Riparian,North-Central Interior Graminoid Alkaline Fen,Riparian
1383,1383,1294.000000000000000,2119,9314,North-Central Interior Maple-Basswood Forest,Hardwood,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1384,1384,237.000000000000000,2124,7906,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Evergreen Forest,Developed
1385,1385,6320.000000000000000,2121,7976,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1386,1386,360.000000000000000,2121,7412,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
1387,1387,411.000000000000000,1563,7243,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood
1388,1388,20351.000000000000000,2117,7298,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed-High Intensity,Developed-High Intensity
1389,1389,222.000000000000000,2725,7295,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1390,1390,47862.000000000000000,2118,7974,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Row Crop,Agricultural
1391,1391,254295.000000000000000,2126,7977,Eastern Great Plains Floodplain Systems,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural
1392,1392,277.000000000000000,2126,7927,Eastern Great Plains Floodplain Systems,Riparian,Eastern Cool Temperate Developed Mixed Forest,Developed
1393,1393,3515.000000000000000,2126,7905,Eastern Great Plains Floodplain Systems,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed
1394,1394,825.000000000000000,2121,7925,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Developed Deciduous Forest,Developed
1395,1395,48363.000000000000000,2126,7299,Eastern Great Plains Floodplain Systems,Riparian,Developed-Roads,Developed-Roads
1396,1396,1347.000000000000000,2126,9314,Eastern Great Plains Floodplain Systems,Riparian,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1397,1397,1321.000000000000000,2119,7978,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Wheat,Agricultural
1398,1398,1893.000000000000000,2121,7395,North-Central Interior Oak Savanna,Hardwood,North-Central Oak Barrens Woodland,Hardwood
1399,1399,8210.000000000000000,2124,7298,Northern Tallgrass Prairie,Grassland,Developed-High Intensity,Developed-High Intensity
1400,1400,6213.000000000000000,2126,7908,Eastern Great Plains Floodplain Systems,Riparian,Eastern Cool Temperate Urban Herbaceous,Developed
1401,1401,10540.000000000000000,2118,7299,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Developed-Roads,Developed-Roads
1402,1402,3290.000000000000000,2119,9317,North-Central Interior Maple-Basswood Forest,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1403,1403,644.000000000000000,2121,9317,North-Central Interior Oak Savanna,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1404,1404,567.000000000000000,2127,7395,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Oak Barrens Woodland,Hardwood
1405,1405,2930.000000000000000,2117,9318,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
1406,1406,1755.000000000000000,2125,9180,Central Tallgrass Prairie,Grassland,North-Central Interior Freshwater Marsh,Riparian
1407,1407,1521.000000000000000,2127,9183,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Shrub Swamp,Riparian
1408,1408,93.000000000000000,2118,7927,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Mixed Forest,Developed
1409,1409,9074.000000000000000,2125,7298,Central Tallgrass Prairie,Grassland,Developed-High Intensity,Developed-High Intensity
1410,1410,1545.000000000000000,2131,7925,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Eastern Cool Temperate Developed Deciduous Forest,Developed
1411,1411,2144.000000000000000,2126,7929,Eastern Great Plains Floodplain Systems,Riparian,Eastern Cool Temperate Developed Herbaceous,Developed
1412,1412,71.000000000000000,2124,7970,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Orchard,Agricultural
1413,1413,3651.000000000000000,2131,7929,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Eastern Cool Temperate Developed Herbaceous,Developed
1414,1414,67.000000000000000,2126,7970,Eastern Great Plains Floodplain Systems,Riparian,Eastern Cool Temperate Orchard,Agricultural
1415,1415,1532.000000000000000,2125,9318,Central Tallgrass Prairie,Grassland,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
1416,1416,1098.000000000000000,2121,7973,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
1417,1417,732.000000000000000,2121,7421,North-Central Interior Oak Savanna,Hardwood,Central Tallgrass Prairie,Grassland
1418,1418,399.000000000000000,2124,9318,Northern Tallgrass Prairie,Grassland,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
1419,1419,497.000000000000000,2124,9180,Northern Tallgrass Prairie,Grassland,North-Central Interior Freshwater Marsh,Riparian
1420,1420,200.000000000000000,2121,7978,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Wheat,Agricultural
1421,1421,676.000000000000000,2117,7412,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
1422,1422,6919.000000000000000,2118,7311,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1423,1423,2268.000000000000000,2117,7488,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
1424,1424,2332.000000000000000,2118,7296,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Developed-Low Intensity,Developed-Low Intensity
1425,1425,583.000000000000000,2123,7421,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Central Tallgrass Prairie,Grassland
1426,1426,103321.000000000000000,2125,7311,Central Tallgrass Prairie,Grassland,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1427,1427,114853.000000000000000,2123,7977,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Pasture and Hayland,Agricultural
1428,1428,496.000000000000000,2118,7929,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Herbaceous,Developed
1429,1429,46.000000000000000,2123,9314,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1430,1430,7020.000000000000000,2131,7905,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed
1431,1431,39.000000000000000,2126,7394,Eastern Great Plains Floodplain Systems,Riparian,North-Central Interior Oak Savanna,Hardwood
1432,1432,986.000000000000000,2118,7905,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Deciduous Forest,Developed
1433,1433,44.000000000000000,2121,7394,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Oak Savanna,Hardwood
1434,1434,3861.000000000000000,2118,9817,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous
1435,1435,262.000000000000000,2118,7907,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Mixed Forest,Developed
1436,1436,475.000000000000000,2118,7925,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Deciduous Forest,Developed
1437,1437,484.000000000000000,2124,9314,Northern Tallgrass Prairie,Grassland,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1438,1438,109.000000000000000,2121,7906,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Urban Evergreen Forest,Developed
1439,1439,192.000000000000000,2121,9314,North-Central Interior Oak Savanna,Hardwood,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1440,1440,1207.000000000000000,2123,9317,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1441,1441,5328.000000000000000,2127,7909,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Shrubland,Developed
1442,1442,58.000000000000000,2121,7928,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Developed Shrubland,Developed
1443,1443,927.000000000000000,2118,7909,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Shrubland,Developed
1444,1444,58.000000000000000,2124,9679,Northern Tallgrass Prairie,Grassland,North-Central Interior Floodplain Shrubland,Riparian
1445,1445,195.000000000000000,2123,7395,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Oak Barrens Woodland,Hardwood
1446,1446,22.000000000000000,1579,7970,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Orchard,Agricultural
1447,1447,1952.000000000000000,2118,7908,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Herbaceous,Developed
1448,1448,4790.000000000000000,2123,7908,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Herbaceous,Developed
1449,1449,4194.000000000000000,2123,7297,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Developed-Medium Intensity,Developed-Medium Intensity
1450,1450,117349.000000000000000,2123,7974,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Row Crop,Agricultural
1451,1451,4889.000000000000000,2118,7314,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Maple-Basswood Forest,Hardwood
1452,1452,55.000000000000000,2118,7412,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
1453,1453,7.000000000000000,2725,9182,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,North-Central Interior Shrub Alkaline Fen,Riparian
1454,1454,998.000000000000000,2118,7297,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Developed-Medium Intensity,Developed-Medium Intensity
1455,1455,221.000000000000000,2127,7906,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed
1456,1456,30425.000000000000000,2126,7975,Eastern Great Plains Floodplain Systems,Riparian,Eastern Cool Temperate Close Grown Crop,Agricultural
1457,1457,134.000000000000000,2125,9183,Central Tallgrass Prairie,Grassland,North-Central Interior Shrub Swamp,Riparian
1458,1458,6677.000000000000000,2125,9317,Central Tallgrass Prairie,Grassland,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1459,1459,48.000000000000000,2118,7906,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Evergreen Forest,Developed
1460,1460,871.000000000000000,2125,7395,Central Tallgrass Prairie,Grassland,North-Central Oak Barrens Woodland,Hardwood
1461,1461,27.000000000000000,2118,7970,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Orchard,Agricultural
1462,1462,260.000000000000000,1575,7517,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Paleozoic Plateau Bluff and Talus Woodland,Hardwood
1463,1463,426497.000000000000000,2131,7974,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Eastern Cool Temperate Row Crop,Agricultural
1464,1464,426.000000000000000,2117,9183,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Shrub Swamp,Riparian
1465,1465,123.000000000000000,2119,9679,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Floodplain Shrubland,Riparian
1466,1466,2669.000000000000000,2117,7978,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Wheat,Agricultural
1467,1467,153.000000000000000,2118,7421,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Central Tallgrass Prairie,Grassland
1468,1468,258.000000000000000,2118,7973,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
1469,1469,964.000000000000000,2118,9179,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Floodplain Forest,Riparian
1470,1470,110.000000000000000,2121,9318,North-Central Interior Oak Savanna,Hardwood,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
